dataname
AQCat25-FeCOH/Fe48C26O1H2-104
AQCat25-FeCOH/Fe48C26O1H2-107
AQCat25-FeCOH/Fe48C26O1H2-229
AQCat25-FeCOH/Fe64C0O1H1-153
AQCat25-FeCOH/Fe70C32O1H4-136
AQCat25-FeCOH/Fe70C32O1H4-61
AQCat25-FeCOH/Fe72C26O0H2-70
AQCat25-FeCOH/Fe84C1O1H0-1
AQCat25-FeCOH/Fe84C1O1H2-104
AQCat25-FeCOH/Fe84C1O1H2-191
AQCat25-FeCOH/Fe84C2O2H2-99
AQCat25-FeCOH/Fe84C2O2H3-441
CLAM-FeCOH/C0H0O6Fe108-1
CLAM-FeCOH/C0H0O6Fe160-0
CLAM-FeCOH/C0H24O48Fe24-0
CLAM-FeCOH/C0H3O3Fe108-0
CLAM-FeCOH/C3H6O3Fe96-0
CLAM-FeCOH/C3H9O3Fe180-0
Fe-O-npj2025/Fe15Fe15O32-525
Fe-O-npj2025/Fe15Fe15O32-853
Fe-O-npj2025/Fe15Fe15O32-95
Fe-O-npj2025/Fe16Fe16O32-1121
Fe-O-npj2025/Fe16Fe16O32-125
Fe-O-npj2025/Fe16Fe16O32-188
Fe-O-npj2025/Fe16Fe16O32-2145
Fe-O-npj2025/Fe16Fe16O32-2151
Fe-O-npj2025/Fe16Fe16O32-218
Fe-O-npj2025/Fe16Fe16O32-221
Fe-O-npj2025/Fe16Fe16O32-2752
Fe-O-npj2025/Fe16Fe16O32-345
Fe-O-npj2025/Fe24Fe24O48-950
Fe-O-npj2025/Fe32Fe32O64-1122
Fe-O-npj2025/Fe32Fe32O64-1154
Fe-O-npj2025/Fe32Fe32O64-1499
Fe-O-npj2025/Fe32Fe32O64-1783
Fe-O-npj2025/Fe32Fe32O64-1824
Fe-O-npj2025/Fe32Fe32O64-1884
Fe-O-npj2025/Fe32Fe32O64-1916
Fe-O-npj2025/Fe32Fe32O64-2180
FeCHO-zpliu/C0Fe16H0O0-533
FeCHO-zpliu/C0Fe29H0O0-23
FeCHO-zpliu/C0Fe61H0O0-0
FeCHO-zpliu/C10Fe10H0O0-15
FeCHO-zpliu/C10Fe10H0O0-20
FeCHO-zpliu/C10Fe10H0O0-4
FeCHO-zpliu/C10Fe15H12O0-6
FeCHO-zpliu/C10Fe16H2O0-15
FeCHO-zpliu/C11Fe14H15O0-13
FeCHO-zpliu/C11Fe14H15O0-19
FeCHO-zpliu/C11Fe14H15O0-3
FeCHO-zpliu/C11Fe14H15O0-8
FeCHO-zpliu/C11Fe16H1O0-0
FeCHO-zpliu/C11Fe16H1O0-168
FeCHO-zpliu/C11Fe16H1O0-204
FeCHO-zpliu/C11Fe16H1O0-224
FeCHO-zpliu/C11Fe16H1O0-244
FeCHO-zpliu/C11Fe16H1O0-26
FeCHO-zpliu/C11Fe16H1O0-39
FeCHO-zpliu/C11Fe16H1O0-44
FeCHO-zpliu/C11Fe16H1O0-50
FeCHO-zpliu/C11Fe16H1O0-74
FeCHO-zpliu/C11Fe16H1O0-80
FeCHO-zpliu/C11Fe16H1O0-86
FeCHO-zpliu/C11Fe16H1O0-95
FeCHO-zpliu/C11Fe16H1O0-96
FeCHO-zpliu/C11Fe16H1O0-98
FeCHO-zpliu/C11Fe28H1O2-65
FeCHO-zpliu/C12Fe24H4O0-73
FeCHO-zpliu/C12Fe28H0O0-146
FeCHO-zpliu/C12Fe28H0O2-47
FeCHO-zpliu/C12Fe28H1O1-10
FeCHO-zpliu/C12Fe28H1O1-19
FeCHO-zpliu/C12Fe28H2O0-26
FeCHO-zpliu/C12Fe28H2O0-48
FeCHO-zpliu/C12Fe28H4O0-28
FeCHO-zpliu/C13Fe17H9O0-20
FeCHO-zpliu/C13Fe17H9O0-23
FeCHO-zpliu/C13Fe20H4O0-23
FeCHO-zpliu/C13Fe23H6O0-54
FeCHO-zpliu/C13Fe23H8O0-16
FeCHO-zpliu/C13Fe23H8O0-41
FeCHO-zpliu/C13Fe23H8O0-59
FeCHO-zpliu/C13Fe28H2O1-110
FeCHO-zpliu/C13Fe35H3O2-174
FeCHO-zpliu/C13Fe35H3O2-221
FeCHO-zpliu/C13Fe35H3O2-43
FeCHO-zpliu/C13Fe35H3O2-5
FeCHO-zpliu/C13Fe35H5O0-117
FeCHO-zpliu/C13Fe35H5O0-42
FeCHO-zpliu/C14Fe20H4O0-14
FeCHO-zpliu/C14Fe26H4O0-16
FeCHO-zpliu/C14Fe26H4O0-27
FeCHO-zpliu/C14Fe36H3O2-211
FeCHO-zpliu/C14Fe36H3O2-8
FeCHO-zpliu/C14Fe40H4O0-60
FeCHO-zpliu/C15Fe20H5O0-0
FeCHO-zpliu/C15Fe35H12O0-10
FeCHO-zpliu/C15Fe35H12O0-20
FeCHO-zpliu/C15Fe35H3O1-263
FeCHO-zpliu/C15Fe35H3O1-99
FeCHO-zpliu/C15Fe35H3O2-75
FeCHO-zpliu/C15Fe36H3O1-249
FeCHO-zpliu/C15Fe36H3O1-84
FeCHO-zpliu/C16Fe20H4O0-31
FeCHO-zpliu/C16Fe26H0O0-103
FeCHO-zpliu/C16Fe26H0O0-27
FeCHO-zpliu/C16Fe26H0O0-49
FeCHO-zpliu/C16Fe26H0O0-59
FeCHO-zpliu/C16Fe35H3O0-40
FeCHO-zpliu/C16Fe36H3O0-55
FeCHO-zpliu/C16Fe36H3O0-63
FeCHO-zpliu/C17Fe19H4O0-13
FeCHO-zpliu/C17Fe19H4O0-22
FeCHO-zpliu/C17Fe19H4O0-35
FeCHO-zpliu/C17Fe23H4O0-17
FeCHO-zpliu/C17Fe23H4O0-31
FeCHO-zpliu/C17Fe23H4O0-78
FeCHO-zpliu/C17Fe23H4O0-81
FeCHO-zpliu/C17Fe23H4O0-90
FeCHO-zpliu/C17Fe23H4O0-93
FeCHO-zpliu/C17Fe24H9O0-13
FeCHO-zpliu/C17Fe25H13O0-13
FeCHO-zpliu/C17Fe27H6O0-101
FeCHO-zpliu/C17Fe27H6O0-29
FeCHO-zpliu/C17Fe27H6O0-33
FeCHO-zpliu/C17Fe27H6O0-85
FeCHO-zpliu/C17Fe27H6O0-94
FeCHO-zpliu/C19Fe17H0O0-17
FeCHO-zpliu/C19Fe17H0O0-26
FeCHO-zpliu/C19Fe17H0O0-28
FeCHO-zpliu/C19Fe17H0O0-32
FeCHO-zpliu/C19Fe17H0O0-54
FeCHO-zpliu/C19Fe17H0O0-77
FeCHO-zpliu/C19Fe17H0O0-81
FeCHO-zpliu/C19Fe17H0O0-84
FeCHO-zpliu/C19Fe17H0O0-91
FeCHO-zpliu/C19Fe17H0O0-95
FeCHO-zpliu/C19Fe17H0O0-97
FeCHO-zpliu/C19Fe35H8O0-13
FeCHO-zpliu/C19Fe35H8O0-18
FeCHO-zpliu/C19Fe35H8O0-37
FeCHO-zpliu/C19Fe35H8O0-70
FeCHO-zpliu/C1Fe11H18O0-49
FeCHO-zpliu/C1Fe18H0O0-267
FeCHO-zpliu/C1Fe27H8O0-5
FeCHO-zpliu/C20Fe32H4O0-0
FeCHO-zpliu/C21Fe35H6O0-2
FeCHO-zpliu/C21Fe35H6O0-25
FeCHO-zpliu/C21Fe35H6O0-28
FeCHO-zpliu/C21Fe35H6O0-30
FeCHO-zpliu/C21Fe35H6O0-4
FeCHO-zpliu/C21Fe35H6O0-58
FeCHO-zpliu/C25Fe11H0O0-10
FeCHO-zpliu/C25Fe11H0O0-15
FeCHO-zpliu/C25Fe11H0O0-21
FeCHO-zpliu/C25Fe11H0O0-25
FeCHO-zpliu/C25Fe11H0O0-33
FeCHO-zpliu/C25Fe11H0O0-5
FeCHO-zpliu/C25Fe35H2O0-15
FeCHO-zpliu/C25Fe35H2O0-17
FeCHO-zpliu/C25Fe35H2O0-34
FeCHO-zpliu/C25Fe35H2O0-49
FeCHO-zpliu/C28Fe16H0O0-7
FeCHO-zpliu/C38Fe16H0O0-1
FeCHO-zpliu/C43Fe80H0O7-18
FeCHO-zpliu/C49Fe120H1O1-109
FeCHO-zpliu/C50Fe96H0O0-13
FeCHO-zpliu/C6Fe12H0O0-109
FeCHO-zpliu/C6Fe14H0O0-145
FeCHO-zpliu/C6Fe15H0O0-24
