run,base_model,params,descriptor_dim,train_desc_usable,train_desc_expected,pool_frames,uq_candidate_frames,final_selected_frames,sampled_systems,sampled_frames_exported,other_systems,other_frames_exported,important_pcs,important_pc_cum_var,pc1_pc2_ratio,coverage_selected_mean,coverage_random_mean,coverage_lift_mean,novelty_to_train_mean,novelty_to_train_median,selected_nn_diversity_mean,selected_nn_diversity_median
Neo,DPA4-Neo-OMat24-0.76M.pt,760000,32,177,177,68001,21254,354,176,354,1095,67647,6,0.877355115297678,2.0543223307574587,0.8832416444838804,0.7564152617568766,1.1676676676676676,1.1889345374003126,1.0349702832782748,1.6199861808354135,1.4250070967684818
Plus,DPA4-Plus-OMat24-16M.pt,16036686,64,173,177,68001,17852,523,224,523,1094,67478,4,0.9759923642191516,3.6699348203403472,0.9441836734693878,0.7452423469387754,1.266948499837404,1.1689420598743638,0.7986459697754689,0.8990948071466286,0.7073506071549802
